CREF ;CDETALLE ;IDFAMILIA ;CFORMATO ;LKIT ;LPESO ;NBENEFPVP ;NCOSTEDIV ;NCOSTEPROM ;NPCONIVA ;NPVP ;NSTOCKMAX ;NSTOCKMIN 
8810294;TOMA DE FUERZA ZF 6/90 PI?ON GUIADO;88;;0;0;30;176,9;0,01;271,3646;229,97;0;0
01.CASQUILLOTORNIL;CASQUILLO CON TORNILLO;1;;0;0;0;0;0;1,74;1,5;0;0
01.PLOMO.;PLOMO DE 12 PARA PRENSAR CABLE;1;;0;0;0;0;0;7,08;6;0;0
01AA0006;ARANDELA DE ALA ANCHA 6;1;;0;0;0;0,14;0,14;0;0;0;0
01AA0008;ARANDELA DE ALA ANCHA 8;1;;0;0;0;0,16;0,16;0;0;0;0
01AA0014;ARANDELA DE ALA ANCHA 14;1;;0;0;30;0,17;0,17;0,2596;0,22;0;0
01AA0016;ARANDELA DE ALA ANCHA 16;1;;0;0;30;0,21;0,21;0,3186;0,27;0;0
01AG0008;ARANDELA GROVER 8 MM;1;;0;0;25;0;0,02;0,0236;0,02;0;0
01AG0010;ARANDELA GROVER 10;1;;0;0;30;0,04;0,04;0,059;0,05;0;0
01AG0012;ARANDELA GROVER 12;1;;0;0;30;0,04;0,04;0,0826;0,07;0;0
01AG0014;ARANDELA GROVER 14;1;;0;0;30;0,05;0,05;0,118;0,1;0;0
01AG0016;ARANDELA GROVER 16;1;;0;0;30;0,08;0,11;0,177;0,15;0;0
01AP0006;ARANDELA PLANA 6;1;;0;0;0;0,01;0,01;0,0354;0,03;0;0
01AP0008;ARANDELA PLANA DE 8;1;;0;0;50;0,01;0,01;0,0236;0,02;0;0
01AP0010;ARANDELA PLANA 10;1;;0;0;30;0,02;0,02;0,0236;0,02;0;0
01AP0012;ARANDELA PLANA 12;1;;0;0;30;0,02;0,02;0,059;0,05;0;0
01AP0014;ARANDELA PLANA 14;1;;0;0;30;0,05;0,05;0,1062;0,09;0;0
01AP0016;ARANDELA PLANA 16;1;;0;0;30;0,04;0,04;0,118;0,1;0;0
01CA0630;TORNILLO CARROCERO 6 X 30;1;;0;0;35;0,05;0,05;0,0944;0,08;0;0
01CA0640;TORNILLO CARROCERO 6 X 40;1;;0;0;30;0,06;0,06;0,1298;0,11;0;0
01CA0650;TORNILLO CARROCERO 6 X 50;1;;0;0;30;0,13;0,13;0,1416;0,12;0;0
01CA0730;TORNILLO CARROCERO 7 X 30;1;;0;0;40;0,08;0,08;0,1534;0,13;0;0
01CA0740;TORNILLO CARROCERO 7 X 40;1;;0;0;30;0,08;0,08;0,1534;0,13;0;0
01CA0750;TORNILLO CARROCERO 7 X 50;1;;0;0;30;0,07;0,07;0,1416;0,12;0;0
01CA0760;TORNILLO CARROCERO 7 X 60;1;;0;0;40;0;0,11;0,177;0,15;0;0
01CA0880;TORNILLO CARROCERO 8 X 80;1;;0;0;40;0;0,11;0;0;0;0
01CA1040;TORNILLO CARROCERO 10 X 40;1;;0;0;30;0,12;0,12;0,1888;0,16;0;0
01CA1060;TORNILLO CARROCERO 10 X 60;1;;0;0;30;0,13;0,13;0,1888;0,16;0;0
01EA1025;TORNILLO EXG. ACERO 10 X 25;1;;0;0;30;0,09;0,09;0,2832;0,24;0;0
01EA1030;TORNILLO EXG. ACERO 10 X 30;1;;0;0;50;0,08;0,08;0,7434;0,63;0;0
01EA1035;TORNILLO EXG. ACERO 10 X 35;1;;0;0;30;0,12;0,12;0,5428;0,46;0;0
01EA1040;TORNILLO EXG. ACERO 10 X 40;1;;0;0;30;0,1;0,1;0,6372;0,54;0;0
01EA1050;TORNILLO EXG. ACERO 10 X 50;1;;0;0;40;0;0,11;0;0;0;0
01EA1240;TORNILLO EXG. ACERO 12 X 40;1;;0;0;30;0,13;0,13;0,354;0,3;0;0
01EA1250;TORNILLO EXG. ACERO 12 X 50;1;;0;0;30;0,16;0,16;0,354;0,3;0;0
01EA1440;TORNILLO EXG. ACERO 14 X 40;1;;0;0;50;0,19;0,19;1,4278;1,21;0;0
01EA1450;TORNILLO EXG. ACERO 14 X 50;1;;0;0;30;0,23;0,38;1,3806;1,17;0;0
01EA1460;TORNILLO EXG. ACERO 14X60;1;;0;0;17;0;0,01;0,0472;0,04;0;0
01EA1470;TORNILLO EXG. ACERO 14X70;1;;0;0;40;0;1;1,652;1,4;0;0
01EA1640;TORNILLO EXG. ACERO 16 X 40;1;;0;0;30;0,25;0,25;1,062;0,9;0;0
01EA1650;TORNILLO EXG. ACERO 16 X 50;1;;0;0;0;0,4;0,4;0;0;0;0
01EA1665;TORNILLO EXG. ACERO 16 X 65;1;;0;0;0;0,39;0,39;0;0;0;0
01EA1680;TORNILLO EXG. ACERO 16 X 80;1;;0;0;0;0;0;0;0;0;0
01EA2140;TRONILLO EXG. ACERO 12 X 140;1;;0;0;30;0,72;0,72;1,2626;1,07;0;0
01EC0630;TORNILLO EXG. CINCADO 6 X 30;1;;0;0;30;0,05;0,1;0,1534;0,13;0;0
01EC0815;TORNILLO EXG. CINCADO 8 X 15;1;;0;0;30;0,02;0,02;0,1416;0,12;0;0
01EC0820;TORNILLO EXG. CINCADO 8 X 20;1;;0;0;30;0,03;0,03;0,2006;0,17;0;0
01EC0825;TORNILLO EXG. CINCADO 8 X 25;1;;0;0;30;0,03;0,03;0,1888;0,16;0;0
01EC0830;TORNILLO EXG. CINCADO 8 X 30;1;;0;0;30;0,03;0,03;0,2714;0,23;0;0
01EC0840;TORNILLO EXG. CINCADO 8 X 40;1;;0;0;30;0,04;0,04;0,2596;0,22;0;0
01EC0850;TORNILLO EXG. CINCADO 8 X 50;1;;0;0;40;0;0,65;1,0738;0,91;0;0
01EC0860;TORNILLO EXG. CINCADO 8 X 60;1;;0;0;40;0;0,6;0,9912;0,84;0;0
01EC0870;TORNILLO EXG. CINCADO 8 X 70;1;;0;0;40;0;0,6;0,9912;0,84;0;0
01EC0880;TORNILLO EXG. CINCADO 8 X 80;1;;0;0;30;0,1;0,1;0,9912;0,84;0;0
01EC0890;TORNILLO EXG. CINCADO 8 X 90;1;;0;0;30;0,87;0,87;1,4396;1,22;150;6
01EC1030;TORNILLO EXG. CINCADO 10 X 30;1;;0;0;30;0,06;0,06;0,4012;0,34;0;0
01EC1040;TORNILLO EXG. CINCADO 10 X 40;1;;0;0;30;0,07;0,07;0,4838;0,41;0;0
01EC1050;TORNILLO EXG. CINCADO 10 X 50;1;;0;0;40;0,09;0,09;0;0;0;0
01EC1060;TORNILLO EXG. CINCADO 10 x 60;1;;0;0;0;0,12;0,12;0;0;0;0
01EC1070;TORNILLO EXG. CINCADO 10 x 70;1;;0;0;0;0,11;0,11;0;0;0;0
01EC1080;TORNILLO EXG. CINCADO 10 x 80;1;;0;0;30;0,13;0,13;0,708;0,6;0;0
01EC1235;TORNILLO EXG. CINCADO 12 X 35;1;;0;0;50;0,09;0,09;0,6844;0,58;0;0
01EC1240;TORNILLO EXG. CINCADO 12 X 40;1;;0;0;20;0,1;0,1;0,1298;0,11;0;0
01EC1250;TORNILLO EXG. CINCADO 12 X 50;1;;0;0;30;0,1;0,1;0,1416;0,12;0;0
01EC1260;TORNILLO EXG. CINCADO 12 X 60;1;;0;0;0;0,13;0,13;1,1682;0,99;0;0
01EC1270;TORNILLO EXG. CINCADO 12 X 70;1;;0;0;15;0,14;0,14;1,357;1,15;0;0
01EC1280;TORNILLO EXG. CINCADO 12 X 80;1;;0;0;30;0,16;0,16;1,0148;0,86;0;0
01EC1440;TORNILLO EXG. CINCADO 14 X 40;1;;0;0;30;0,14;0,14;0,9322;0,79;0;0
01EC1445;TORNILLO EXG. CINCADO 14 X 45;1;;0;0;0;0,17;0,17;0;0;0;0
01EC1450;TORNILLO EXG. CINCADO 14 X 50;1;;0;0;40;0;0,72;1,1918;1,01;0;0
01EC08100;TORNILLO EXG. CINCADO 8 X 100;;;0;0;3;0,93;0,93;1,1328;0,96;0;0
01EC10100;TORNILLO EXG. CINCADO 10 X 100;1;;0;0;30;0,9;0,9;1,3806;1,17;0;0
01EC10120;TORNILLO EXG. CINCADO 10 X 120;1;;0;0;30;0,95;0,95;1,4514;1,23;0;0
01EC10130;TORNILLO EXG. CINCADO 10 X 130;1;;0;0;30;0,93;0,93;0,4012;0,34;0;0
01EC12100;TORNILLO EXG. CINCADO 12 X 100;1;;0;0;30;0,8;0,8;0,8142;0,69;0;0
01TA0820;TORNILLO CABEZA ALLEN 8 X 20;1;;0;0;30;0,1;0,05;0,1534;0,13;0;0
01TA0825;TORNILLO CABEZA ALLEN 912 8 X 25;1;;0;0;30;0,08;0,08;0,1298;0,11;0;0
01TA0830;TORNILLO AVELLANADO 8 X 30;1;;0;0;30;0,07;0;0,0944;0,08;0;0
01TA10130;TORNILLO CABEZA ALLEN DE 10 X 130 + TUERCA DE FRENO;1;;0;0;0;0;0,9;1,5222;1,29;0;0
01TACFREN;TORNILLO ACERO TACO FRENO ELECTRICO 14/200 X 140/8;1;;0;0;30;1,88;1,88;2,891;2,45;0;0
01TB00M8;TUERCA AUTOBLOCANTE 8;1;;0;0;30;0,3;0,02;0,4602;0,39;0;0
01TB0M10;TUERCA AUTOBLOCANTE 10;1;;0;0;30;0,05;0,21;0,3186;0,27;0;0
01TB0M12;TUERCA AUTOBLOCANTE 12;1;;0;0;30;0,07;0,07;0,4602;0,39;0;0
01TB0M14;TUERCA AUTOBLOCANTE 14;1;;0;0;25;0,39;0,1;0,6018;0,51;0;0
01TB0M16;TUERCA AUTOBLOCANTE 16;1;;0;0;15;0,18;0,18;0,8142;0,69;0;0
01TB0006;TUERCA AUTOBLOCANTE 6;1;;0;0;50;2;0;0,0354;0,03;0;0
01TC0001;CHAMPI?ON DE HIERRO;1;;0;0;30;0,33;0,33;0,5074;0,43;0;0
01TN00M6;TUERCA NORMAL 6;1;;0;0;30;0,01;0,01;0,0472;0,04;0;0
01TN00M7;TUERCA NORMAL 7;1;;0;0;30;0,18;0,01;0,1416;0,12;0;0
01TN00M8;TUERCA NORMAL 8;1;;0;0;30;0,07;0,01;0,4248;0,36;0;0
01TN0M10;TUERCA NORMAL 10;1;;0;0;20;0;0,03;1,0974;0,93;0;0
01TN0M12;TUERCA NORMAL 12;1;;0;0;30;0,05;0,05;0,295;0,25;0;0
01TN0M14;TUERCA NORMAL 14;1;;0;0;30;0,24;0,24;0,3658;0,31;0;0
01TN0M16;TUERCA NORMAL 16;1;;0;0;20;0;0,3;0,4602;0,39;0;0
01TORN.AUTOP.;TORNILLO AUTO-PERFORANTE DE 6 X 45;1;;0;0;0;0;0;0,708;0,6;0;0
01TR00CR;TORNILLO ROSCA CHAPA C/CRUZA;1;;0;0;35;0,04;0,04;0,059;0,05;0;0
01VA0008;VARILLA ROSCADA CINCADA DE 8 M.M.;1;;0;0;50;0,43;0,43;0,7552;0,64;0;0
01VA0010;VARILLA ROSCADA CINCADA DE 10 M.M.;1;;0;0;20;0,96;0,96;1,1682;0,99;0;0
01VA0024;VARILLA ROSCADA CINCADA DE 24 M.M.;1;;0;0;30;4,12;4,12;6,3248;5,36;0;0
01VACI12;VARILLA ROSCADA CINCADA DE 12 M.M.;1;;0;0;40;1,04;1,04;1,711;1,45;0;0
01VACI14;VARILLA ROSCADA CINCADA DE 14 M.M.;1;;0;0;30;1,5;1,5;2,301;1,95;0;0
02.SINEMBL.ALEMAN;SINEMBLOC CON CARCASA DE ACERO TIPO ALEMAN;2;;0;0;0;16,9;16,9;29;25;0;0
02RA0516;REMACHE ALA ANCHA 5-16;2;;0;0;30;0,02;0,02;0,354;0,3;0;0
02RE4810;REMACHE ESTANCO 4.8-10;2;;0;0;30;0,03;0;0,0472;0,04;0;0
02RE4816;REMACHE ESTANCO 4.8-16;2;;0;0;30;0,05;0,05;0,0944;0,08;0;0
02RF4816;REMACHE FLOR 5 X 16;2;;0;0;30;0,04;0,04;0,118;0,1;0;0
02RM0001;REMACHE MONOBOLT;2;;0;0;30;0,18;0,18;0,3186;0,27;0;0
02RN0414;REMACHE NORMAL 4 X 14;2;;0;0;30;0,02;0,02;0,0354;0,03;0;0
02RN0510;REMACHE NORMAL 5 X 10;2;;0;0;40;0,02;0,02;0,0354;0,03;0;0
02RN0512;REMACHE NORMAL 5 X 12;2;;0;0;30;0,02;0,02;0,0354;0,03;0;0
02RN0516;REMACHE NORMAL 5-16;2;;0;0;30;0,02;0,02;0,1652;0,14;0;0
02RN0525;REMACHE NORMAL 5-25;2;;0;0;30;0,04;0,04;0,1062;0,09;0;0
02RN0535;REMACHE NORMAL 5 - 35;2;;0;0;30;0,05;0,05;0,1534;0,13;0;0
02RN0616;REMACHE NORMAL 6-16;2;;0;0;30;0,04;0,04;0,0826;0,07;0;0
03BO0001;BOTAS;3;;0;0;30;21,49;21,49;33,158;28,1;0;0
03CALZO3119;CALZO RUEDA CURVADO FIJACION TRANSPORTE DE VEHICULOS;3;;0;0;0;28,25;28,25;65,54;56,5;0;0
03CR0001;OCULARES BLANCOS 50MM;3;;0;0;30;0,26;0,26;0,4012;0,34;0;0
03CR0002;OCULARES NEGROS 50MM;3;;0;0;0;0,47;0,47;0;0;0;0
03CR0003;CRIST. BLANCOS PARA CARETA;3;;0;0;30;0,16;0,16;0,2832;0,24;0;0
03CR0004;CRIST. NEGROS PARA CARETA;3;;0;0;30;0,87;0,87;1,3334;1,13;0;0
03CS0001;CARETA PARA SOLDAR;3;;0;0;0;0;0;0;0;0;0
03GA0002;GAFAS SOPLETE;3;;0;0;30;500;3,01;4,6138;3,91;0;0
03GA0011;GAFAS DE PROTECCION CRISTAL AMARILLO/BLANCO GRAN VISION;3;;0;0;30;3,01;3,01;4,6138;3,91;0;0
03GU0001;GUANTES;3;;0;0;30;1,55;1,55;2,655;2,25;0;0
03MA0001;MANDILES;3;;0;0;30;5,41;5,41;8,2954;7,03;0;0
03MON001;MONOS DE TRABAJO;3;;0;0;30;12;0;18,408;15,6;0;0
03TAPONOIDO.;TAPON DE OIDO;3;;0;0;30;0,42;0,42;0,649;0,55;0;0
04.SILICONAMOFRA;SILICONA DE POLIURETANO BLANCO 300 ML.;4;;0;0;0;3,8;3,8;8,26;7;0;0
04ADHSUPERG;ADHESIVO CIANOCRILATO GRANDE;4;;0;0;50;11,48;11,48;17,4404;14,78;0;0
04SP0002;SILICONA DE POLIURETANO BLANCO BOTE 600 M.L.;4;;0;0;99;4,95;4,21;11,564;9,8;0;0
04SRFJAN;SILICONA ROJA FORMAJUNTAS AUTONIVEL;4;;0;0;40;7,57;7,57;12,508;10,6;0;0
05.CAJONPLASTICO;CAJON TERMOPLASTICO DE 1000 M.M.;5;;0;0;0;0;0;165,2;140;0;0
05.CAJONTERMOPLAST;CAJON TERMOPLAST.130 X 45 X 60 COMPLETO CON DEPOSITO DE AGUA NEGRO;5;;0;0;0;198,5;198,5;281,076;238,2;0;0
05.CH.40;CAJON DE HERRAMIENTAS CHAPA 400 X 350 X 370;5;;0;0;0;31,85;31,85;49,56;42;0;0
05.CH.50;CAJON DE HERRAMIENTAS CHAPA 500 X 500 X 500;5;;0;0;0;41,63;41,63;68,44;58;0;0
05.CH.60;CAJON DE HERRAMIENTAS CHAPA 600 X 400 X 450;5;;0;0;0;41,63;41,63;70,8;60;0;0
05.CH.70;CAJON DE HERRAMIENTAS CHAPA 700 X 500 X 500;5;;0;0;0;50,95;50,95;79,06;67;0;0
05.CH.100;CAJON DE HERRAMIENTAS CHAPA 1000 X 500 X 500;5;;0;0;0;55,56;55,56;84,96;72;0;0
05.CH.120;CAJON DE HERRAMIENTAS CHAPA 1200 X 500 X 500;5;;0;0;0;61,15;61,15;94,4;80;0;0
05C.ISOT.P;CAJON ISOTERMO POLIESTER 80 X 50 X 50;5;;0;0;35;132,22;132,22;210,63;178,5;0;0
05C.ISOT.P1;CAJON ISOTERMO POLIESTER 75 X 45 X 51;;;0;0;0;132,22;132,22;210,63;178,5;0;1
05CC0051;CAJON HERRAMINETAS CHAPA 50 X 35 X 37;5;;0;0;30;23,87;23,87;44,8046;37,97;20;5
05CC0052;CAJON HERRAMIENTAS CHAPA 40*60*45.5;;;0;0;30;40;40;61,36;52;20;5
05CC0053;CAJON HERRAMIENTAS CHAPA 36*165*36;5;;0;0;30;40;40;61,36;52;0;0
05CCN050;CAJA HERRAMIENTAS METALICA NEGRA ESPECIAL DE 500 M.M. LARGO;5;;0;0;0;45,4;45,4;76,7;65;0;0
05CCN060;CAJA DE HERRAMIENTAS METALICA NEGRA ESPECIAL DE 600 M.M.;5;;0;0;0;53,4;0;88,5;75;0;0
05CCN080;CAJA DE HERRAMIENTAS METALICA NEGRA ESPECIAL DE 800 M.M.;5;;0;0;0;67,4;0;106,2;90;0;0
05CCN100;CAJA HERRAMIENTAS METALICA NEGRA ESPECIAL DE 1.000 M.M.;5;;0;0;0;75,4;73;141,6;120;0;0
05CE0001;CAJON CHAPA EXTINTOR 66*50*26 (DOBLE);5;;0;0;30;39,07;0;82,6;70;10;1
05CE0002;CAJON CHAPA EXTINTOR 31*65*26;5;;0;0;0;39,67;39,67;77,3018;65,51;0;0
05CE0003;CAJON CHAPA EXTINTOR 66*36*26;;;0;0;30;40;40;61,36;52;0;0
05CH.50;CAJON DE HERRAMIENTAS CHAPA 500 X 350 X 370;5;;0;0;0;33,59;33,59;61,36;52;0;0
05CH.80;CAJON DE HERRAMIENTAS CHAPA 800 X 500 X 500;5;;0;0;0;53,68;53,68;84,96;72;0;0
05CHTER.40;CAJON HERRAMIENTAS TERMOPLASTICO DE 40 X 35 X 35;5;;0;0;0;38,25;0;55,1;47,5;0;0
05CP0001;CAJON TERMOPLAS. EXTINTOR NEGRO;5;;0;0;0;27,05;27,05;77,88;66;0;0
05CP0002;CAJA EXTINTOR TERMOPLASTICA DOBLE;5;;0;0;0;50,49;50,49;106,2;90;30;4
05CP0004;CAJA EXTINTOR PLASTICO ROJA Y NEGRA (PARA UN EXTINTOR);5;;0;0;30;50;0;94,4;80;60;10
05CP4035;CAJON HERR. TERMOPLASTICO SIERRA ELVIRA 30*50*45;5;;0;0;30;27,05;27,05;51,9436;44,02;0;0
05CP5030;CAJON HERR. TERMOPLASTICO NEGRO 46*60*46;5;;0;0;30;5000;30,05;61,4426;52,07;0;0
05CP5031;CAJON HERR. TERMOPLASTICO NEGRO 46*80*50;;;0;0;30;50;50;82,6;70;0;0
05CP6050;CAJON HERRAMIENTAS TERMOPLASTICO NEGRO 600 x 500 x 400;5;;0;0;40;41,86;0;99,2852;84,14;0;0
06.DEP.AGUACUADRAD;DEPOSITO DE AGUA DE 30 LITROS CUADRADO;6;;0;0;0;22,75;22,75;53,1;45;0;0
06.DEPOSITOAGUA 50;DEPOSITO DE AGUA DE 50 LITROS REDONDO;6;;0;0;0;0;0;47,2;40;0;0
06AC0002;TAPON DEPOSITO DE AGUA;6;;0;0;30;1,85;1,85;2,832;2,4;0;0
06AC0003;SOPORTE BIDON DE AGUA;6;;0;0;0;0;0;0;0;0;0
06AC0004;TAPON DEPOSITO DE AGUA CON GRIFO;6;;0;0;0;0;2,1;6,254;5,3;0;0
06AC0005;JABONERA CON DOSIFICADOR PARA DEPOSITO AGUA;6;;0;0;0;3,1;3,1;8,26;7;0;0
06DA0B30;DEPOSITO DE AGUA 30 LITROS CON JABONERA;6;;0;0;99;14,42;14,42;43,66;37;0;0
06DA0130;DEPOSITO DE AGUA 30 LITROS NEGRO;6;;0;0;0;15,03;15,03;35,459;30,05;0;0
06DAES25;DEPOSITO DE AGUA DE 25 LITROS NEGRO ESTRECHO;6;;0;0;0;22,75;22,75;40,6;35;0;0
06DEPT.AGUAINOX.;DEPOSITO DE AGUA 25 L.ACEROINOXIDABLE;6;;0;0;0;68,85;68,85;100,3;85;0;0
06GRIF.D.AG.;GRIFO DEPOSITO DE AGUA;6;;0;0;0;0;0;4,2598;3,61;0;0
06SOP.MET.B.AGUA;SOPORTE METALICO PARA BIDON DE AGUA;6;;0;0;0;1,42;1,42;7,0918;6,01;0;0
07SOP.RTO.10AGUJ;SOPORTE RUEDA REPUESTO 10 AGUJEROS;7;;0;0;0;72;46,45;106,2;90;0;0
07SOP.RTO.15-22,5;SOPORTE RUEDA MOD.DISCO 15-22 MANIV.INCORP.ESP.LARGO;7;;0;0;50;66,71;66,71;118;100;0;0
07SR00A1;SOPORTE DE RUEDA STANDAR CON MANIVELA INCORPORADA;7;;0;0;0;69,12;69,12;127,6524;108,18;0;0
07SR0001;SOPORTE RUEDA REPUESTO 6 AGUJEROS;7;;0;0;50;31,95;0;76,7;65;0;0
07SR8AGUJ.;SOPORTE RUEDA REPUESTO 8 AGUJEROS;7;;0;0;0;58,4;0;86,14;73;0;0
07SR0011;ELEVADOR DE RUEDA ESTANDARD;7;;0;0;50;20;20;47,2;40;0;0
07SR0012;MANIVELA ELEVADOR STANDARD EXAG.18MM;7;;0;0;0;0;0;0;0;0;0
08TI0001;SOPORTE DE ARQUILLOS GOMA;8;;0;0;0;1,8;1,8;0;0;0;0
09.ANILLA;ANILLA GIRATORIA PARA TOLDO;9;;0;0;0;0;0;1,475;1,25;0;0
09.ANILLAABAT.;ANILLA ABATIBLE CON SOPORTE;9;;0;0;0;0,2;0,2;0,649;0,55;0;0
09.GANCHO.K-4PILAR;GANCHO DE ACERO CINCADO PARA PILAR KINNEGRIP K-4;9;;0;0;0;5,3;0;10,6908;9,06;0;0
09.GANCHOAC.PILARK;GANCHO DE ACERO CINCADO PARA PILAR KINNEGRIP K-20;9;;0;0;0;5,09;5,09;10,3604;8,78;0;0
09AA0001;ANILLA ABATIBLE;9;;0;0;35;0,16;0,16;0,354;0,3;0;0
09GC0001;GANCHO DE CORAZON CINCADO;9;;0;0;0;0,18;0,18;0,826;0,7;0;0
09PR0001;PRECINTO DE R 38 MM;9;;0;0;0;0,16;0,16;0;0;0;0
10 CL 1215;CIERRE ALUMINIO 1215 3 ?AS;10;;0;0;0;30;30;76,7;65;10;2
10.MUELLE.CIERRE L;MUELLE PARA CIERRE LATERAL ALUMINIO;10;;0;0;0;0;0;4,72;4;0;0
10.PEST.CIERREALU.;PESTILLO CIERRE LATERAL DE ALUMINIO;10;;0;0;0;0;0;2,36;2;0;0
10CA0060;CIERRE DE ACERO 600M;10;;0;0;30;10,52;10,52;16,1306;13,67;0;0
10CA0070;CIERRE DE ACERO 700 M.M.;10;;0;0;30;10,82;10,82;16,5908;14,06;0;0
10CA0080;CIERRE DE ACERO 800 Mm;10;;0;0;30;12,05;12,05;18,4788;15,66;0;0
10CA0100;CIERRE DE ACERO DE 1000MM;10;;0;0;0;11,72;11,72;21,9834;18,63;0;0
10CAL.1250;CIERRE ALUMINIO BORDE GALLEGO (3COGIDAS)1250 M.M.LARGO;10;;0;0;0;31,02;31,02;74,34;63;0;0
10CAL515;CIERRE ALUMINIO DE 515 M.M.;10;;0;0;50;15,03;15,03;34,102;28,9;0;0
10CAL1115;CIERRE ALUMINIO DE 1015 M.M.;10;;0;0;50;23,02;23,02;57,23;48,5;0;0
10CIERRE LAT.H.;CIERRE LATERAL DE HIERRO DE 1.000 M.M.;10;;0;0;0;13,85;0;30,68;26;0;0
10CL1115;CIERRE LATERAL ALUMINIO DE 1115MM CON DOS U?AS;10;;0;0;30;18,33;18,33;66,316;56,2;0;0
10CL1615;CIERRE ALUMINIO DE 615MM CON UNA U?A;10;;0;0;0;16,53;16,53;36,344;30,8;0;0
10CL1815;CIERRE ALUMINIO DE 815MM CON UNA U?A;10;;0;0;0;18,45;18,45;37,76;32;0;0
11.330CSKL.KITS;RODAMIENTO SENCILLA DE NYLON LARGA PARA LONA LATERAL (TRICARRIL);11;;0;0;0;2,48;0;4,956;4,2;0;0
11.CARRUCHA,4;RODAMIENTO DOBLE TECHO CORREDERO BA?ERA;11;;0;0;0;3,73;3,92;12,98;11;0;0
11.HOMBRERA ALUMIN;HOMBRERA ARQUILLAJE DE ALUMINIO COMPLETA CON 3 RUEDAS;11;;0;0;0;0;0;38,3972;32,54;0;0
11.MANET.ARQU.ROD.;MANETA DE ARQUILLADA CON RODAMIENTO;11;;0;0;0;6,24;0;13,57;11,5;0;0
11.PERTIGA.;BARRA O PERTIGA PARA DESPLAZAR TOLDO CORREDERO;11;;0;0;0;13;0;30,68;26;0;0
11.PLASTICO/P.ARQU;PLASTICO COMPLETO DE MUELLE PARA ARQUILLADA;11;;0;0;0;5,23;0;9,263;7,85;0;0
11.TUBOALUM-ARQUIL;TUBO DE ALUMINIO PARA ARQUILLO CORREDERO (UNIDAD);11;;0;0;0;11,56;11,56;23,482;19,9;0;0
11.VARIL.ARQUILL;VARILLA DE ARQUILLADA (UNIDAD);11;;0;0;0;7,02;0;15,34;13;0;0
11AR.MUELLE;TIJERA PARA ARQUILLADA DE MUELLES;11;;0;0;0;3,61;3,61;5,664;4,8;0;0
11AR0600;TIJERA DE PLASTICO PARA ARQUILLADA DE 600MM;11;;0;0;30;8,35;8,35;12,8148;10,86;0;0
11AR0800;TIJERA DE PLASTICO PARA ARQUILLADA DE 800MM;11;;0;0;30;8,56;8,56;13,1452;11,14;0;0
11ARQGAL13,5;ARQUILLADA CORREDERA GALVAN. 13,5 M.;11;;0;0;30;811,37;811,37;1244,6404;1054,78;0;0
11ARVERPABOT;ARQUILLO VERTICAL CON RUEDAS PARA BOTELLERO;11;;0;0;0;13,83;13,83;33,04;28;0;0
11C.R.GUIA;CARRO RECTO PARA GUIA GALVANIZADA DE 50 M.M.;11;;0;0;0;9,56;9,56;21,2754;18,03;0;0
11CA0001;RODAMIENTO DOBLE DE NYLON PARA LONA SEMI-REMOLQUE;11;;0;0;0;3,19;1,95;7,375;6,25;0;0
11CA0002;RODAMIENTO DE DOS RUEDAS DE FIBRA;11;;0;0;30;2,25;2,25;5,605;4,75;0;0
11CA0003;RODAMIENTO DOBLE PARA BOTELLERO;11;;0;0;0;2,1;2,1;7,54;6,5;0;0
11CI0001;CIERRE EMPOTRABLE CON LLAVE PARA BOTELLERO NORMAL|;11;;0;0;30;29,84;17,85;47,2;40;0;0
11CONART.TJPOL.NEG;CONJUNTO ARTICULACION DE TIJERA CON TORNILLO EN POLIETILENO NEGRO;11;;0;0;50;2,3;1,41;5,428;4,6;0;0
11CP0001;CARRO DE PILAR PARA TRICARRIL;11;;0;0;30;13,22;13,22;20,2842;17,19;0;0
11ES0001;ESCUADRAS DE SUJECCION TRICARRIL;11;;0;0;35;5,05;5,05;8,0476;6,82;0;0
11GO0001;GOMA SOLAPA PARA PERFIL;11;;0;0;30;2,52;2,52;3,9058;3,31;0;0
11GO0002;GOMA GRIS PARA LONA LATERAL TRICARRIL;11;;0;0;43;3,16;3,16;5,31;4,5;0;0
11GUIGAL.ARQ;GUIA GALVANIZADA 40 X 50 X 6.750 PARA ARQUILLADA;11;;0;0;40;21,79;21,79;43,0818;36,51;0;0
11PASV01;PERFIL ALUMINIO SUJETALONAS VERTICAL (METRO);11;;0;0;75;4,69;4,69;10,6436;9,02;0;0
11PE0003;GUIA TRICARRIL DE ALUMINIO;11;;0;0;35;34,26;34,26;54,575;46,25;0;0
11PE0100;PERFIL DE ALUMINIO DE 100;11;;0;0;0;0;0;0;0;0;0
11PE3535;GUIA CARRIL GALVANIZADA 35 X 35 PARA BOTELLERO;11;;0;0;30;10,82;10,82;19,8594;16,83;0;0
11PNEGARQ.POMM;PIEZA NEGRA PARA ARQUILLAJE TIPO POMMIER;11;;0;0;0;1,41;1,41;3,3276;2,82;0;0
11TM0001;TENSOR LONA LATERAL DE SINFIN CON CASQUILLO;11;;0;0;0;27,05;27,05;50,74;43;0;0
11TM0002;TENSOR DE LONA LATERAL CON PALANCA TELESCOPICA;11;;0;0;0;31,25;31,25;58,764;49,8;0;0
11US0001;""" U "" DE SUJECCION TRICARRIL";11;;0;0;35;5,05;5,05;8,0476;6,82;0;0
