CREF ;CDETALLE ;IDFAMILIA ;CFORMATO ;LKIT ;LPESO ;NBENEFPVP ;NCOSTEDIV ;NCOSTEPROM ;NPCONIVA ;NPVP ;NSTOCKMAX ;NSTOCKMIN 
93CONTEN.12000;CONTENEDOR PARA EQUIPO DE 12.000 KG.;93;;0;0;0;1223,2;1111,87;1911,6;1620;0;0
93EQUIPO 3000;EQUIPO PORTA-CONTENEDORES DE 3.000 KG.;93;;0;0;0;3337,4;0;7802,16;6612;0;0
93EQUIPO 5000;EQUIPO PORTA-CONTENEDORES DE 5000 KG.;93;;0;0;0;4347,2;0;9510,8;8060;0;0
93EQUIPO 8000;EQUIPO PORTA-CONTENEDORES DE 8000 KG.;93;;0;0;0;6000,5;0;11174,6;9470;0;0
93EQUIPO 10000;EQUIPO PORTA-CONTENEDORES DE 10.000 KG.;93;;0;0;0;6748,49;5709,61;13157;11150;0;0
93EQUIPO 12000;EQUIPO PORTA-CONTENEDORES DE 12.000 KG.;93;;0;0;0;9533;0;15246,78;12921;0;0
93EQUIPO 14000;EQUIPO PORTA-CONTENEDORES DE 14.000 KG.;93;;0;0;0;9865;0;15955,96;13522;0;0
93EQUIPO 16000;EQUIPO PORTA-CONTENEDORES DE 16.000 KG.;93;;0;0;0;10363;0;16665,14;14123;0;0
93GANCHO.8TM.;GANCHO TORRETA PARA EQUIPO-PORTACONTENEDORES DE 8 TM.;93;;0;0;35;61;0;112,1;95;0;0
93GANCHO.10TM.;GANCHO TORRETA PARA EQUIPO PORTA-CONTENEDORES DE 10 TM.;93;;0;0;35;61;0;147,5;125;0;0
93MENJREP.MANEQUIP;MEMBRANA DE AIRE PARA MANDO CABINA;93;;0;0;0;10;0;17,7;15;0;0
95GASES.0001;BOTELLA DE ACETILENO;95;;0;0;0;173,14;0;230,1;195;0;0
95GASES.0002;BOTELLA DE PROTAR, ARCAL O C- 15;95;;0;0;0;67,29;0;151,04;128;0;0
95GASES.0003;BOTELLA DE OXIGENO;95;;0;0;0;44,35;0;115,64;98;0;0
096GTIR;GANCHO TIR O DE NARIZ;9;;0;0;0;0;0;1,298;1,1;0;0
96P.E CE 10 H/HS;PUERTA ELEVADORA CE10H H/S 1000KG;96;;0;0;20;0;4478;6340,848;5373,6;0;0
96P.E MP 075;PUERTA ELEVADORA ANTEO MP 075C/H;96;;0;0;20;0;25,83;6084,552;5156,4;0;0
97.HUSILLO;HUSILLO BOLA H025 BAS/93 R PARA ENGANCHE 3.500 KG.;97;;0;0;0;40,42;40,42;71,744;60,8;0;0
97ENGANCHE;ENGANCHE DE ARRASTRE DE 3.500 KG.;97;;0;0;0;47,48;47,48;91,4854;77,53;0;0
97TRAVESA?O;TRAVESA?O HOMOLOGADO PARA ENGANCHE;97;;0;0;0;154,94;0;253,8888;215,16;0;0
98CORT001;DESBARBADORAS;98;;0;0;30;180;180;276,12;234;0;0
98CORT005;HOJAS DE SIERRA DE CORTE;98;;0;0;30;20;0;30,68;26;0;0
98SOLD001;PINZAS DE SOLDADURA;98;;0;0;30;120;0;184,08;156;0;0
98SOLD005;SPRAY ANTIADHERENTE;98;;0;0;30;20;20;30,68;26;0;0
98SOLD010;BOQUILLAS PARA PINZAS DE SOLDAR;98;;0;0;30;2;2;3,068;2,6;0;0
98SOLD015;BOQUILLA ROSCADA SOLDADURA;98;;0;0;30;1;0;1,534;1,3;0;0
98SOLD020;RELOJ MANOMETRO PROTAR;98;;0;0;30;40;0;61,36;52;0;0
100.CARGA-PACAS;CARGA-PACAS INDUSTRIAL;100;;0;0;0;342,58;342,58;886,4986;751,27;0;0
101BALANTIC;BARRA ALUMINIO DE ANTI-CICLISTA (PRECIO POR METRO);101;;0;0;0;6,4;0;16,52;14;0;0
101SVERT.ANTIC;SOPORTE VERTICAL PARA ANTI-CICLISTA;101;;0;0;0;14,16;0;23,6;20;0;0
101TAPANTIC;TAPES PARA TABLA ANTI-CICLISTAS;101;;0;0;0;0,54;0;1,18;1;0;0
101TCAR8X30+TUERCA;TORNILLO DE 8 X 30 + TUERCA FRENO (ANTI-CICLISTAS);101;;0;0;0;0;0;1,121;0,95;0;0
203.G.AUT-C;GRUA AUTO-CRANE CON CABRESTANTE;203;;0;0;0;1396,5;1396,5;2354,5248;1995,36;0;0
203F0030;GRUA FASSI F30;203;;0;0;0;0;0;0;0;0;0
203F80A.21;GRUA F80A.21;203;;0;0;0;0;0;0;0;0;0
203F80A.22;GRUA F80A.22;203;;0;0;0;10517,71;0;16027,7866;13582,87;0;0
203F095;GRUA FASSI F95;201;;0;0;0;0;0;0;0;0;0
203F95.A23;GRUA F.95.A.23;203;;0;0;0;13282,37;13282,37;19290,0854;16347,53;0;0
203F110A.23;GRUA F110A.23;203;;0;0;0;14063,68;0;20424,797;17309,15;0;0
203F110A.24;GRUA F110A.24;203;;0;0;0;14845;14845;0;0;0;0
203F0130;GRUA FASSI F130;203;;0;0;0;0;0;0;0;0;0
203F150;GRUA F150;20;;0;0;20;18500;0;26196;22200;0;0
203F1500;GRUA FASSI F150;203;;0;0;0;18333,57;18333,57;0;0;0;0
203F2400;GRUA FASSI 240;203;;0;0;0;21335,93;21335,93;0;0;0;0
203GRAP.AUTO-C;GRAPA PARA GRUA AUTO-CRANE;;;0;0;0;84,14;84,14;141,836;120,2;0;0
500ELHIDPULS;KIT CON ELEVACION HIDRONEUM. CON PULSADOR;500;;0;0;0;3550,51;3550,51;0;0;0;0
500LEHP;KIT CARROC. LONAS DE 13650 * 2440 * 2600;50;;0;0;30;4114,2;4114,2;6311,1828;5348,46;0;0
0710TLF110;TUBO LARGO DE PROLONGAS DE GRUA FASSI, F110.;710;;0;0;0;30,7;30,7;53,1236;45,02;5;1
13210A140;TABLA ALUMINIO APILABLE DE 140 * 2600 MM ( METRO);13;;0;0;0;12,74;12,74;17,7;15;0;0
ALET.GUARD.METALIC;ALETA GUARDABARROS METALICO DE 600 X 540 + TIRANTAS;18;;0;0;0;0;0;25,96;22;0;0
BANDATAPIZ.;BANDA TAPIZADA EN ACERO 5000 X 130 M.M. (PRECIO POR BARRA);15;;0;0;0;14,72;14,72;35,4;30;0;0
BISAG.HEMBRA TIR A;BISAGRA TIR (SOLO HEMBRA) ALUMINIO;35;;0;0;0;0;0;5,8292;4,94;0;0
BISG.TIR MACHO;BISAGRA TIR (SOLO MACHO) EN HIERRO;35;;0;0;0;0;0;4,9206;4,17;0;0
CONTENEDOR;CONTENEDOR PARA EQUIPO PORTACONTENEDORES;0;;0;0;0;0;0;0;0;0;0
HONDA;HONDA;0;;0;0;0;0;0;0;0;0;0
JUEGO BANDERAS;JUEGO DE BANDERAS ZEPRO CON SOPORTES;71;;0;0;0;0;0;34,8;30;0;0
MANGUERA ASPIRACIO;"MANGUERA ASPIRACION DE 1"" 1/4 O DE 40 DE INTERIOR";73;;0;0;0;14,05;14,05;24,19;20,5;0;0
OT TOYOTA;TOYOTA A REPARAR;0;;0;0;0;0;0;0;0;0;0
OT.BMC.;BMC A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OT.MUELLE;OT.MUELLE DE CARGA;0;;0;0;0;0;0;0;0;0;0
OT.MUELLE CARGA;MUELLE DE CARGA;0;;0;0;0;0;0;0;0;0;0
OT.REMOLQUE;REMOLQUE A REPARAR;0;;0;0;0;0;0;0;0;0;0
OT.REMOLQUE 1;REMOLQUE A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OTCITROEN;CITROEN A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OTCITROEN 1;CITROEN A REPARAR;0;;0;0;0;0;0;0;0;0;0
OTDAF;DAF A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OTDAF1;DAF A REPARAR;0;;0;0;0;0;0;0;0;0;0
OTFIAT;FIAT A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OTFIAT 1;FIAT A REPARAR;0;;0;0;0;0;0;0;0;0;0
OTFORD;FORD A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OTFORD 2;FORD A REPARAR;0;;0;0;0;0;0;0;0;0;0
OTISUZU;ISUZU A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OTISUZU 2;ISUZU A REPARAR;0;;0;0;0;0;0;0;0;0;0
OTIVECO;IVECO A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OTIVECO 2;IVECO A REPARAR;0;;0;0;0;0;0;0;0;0;0
OTLAND ROVER;LAND ROVER A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OTLDV;LDV A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OTLDV 2;LDV A REPARAR;0;;0;0;0;0;0;0;0;0;0
OTMAN;MAN A CARROZAR;0;;0;0;0;0;1,05;0;0;0;0
OTMAN2;MAN A REPARAR;0;;0;0;0;0;0;0;0;0;0
OTMERCEDES;MERCEDES A CARROZAR;0;;0;0;0;0;707,27;0;0;0;0
OTMERCEDES 2;MERCEDES A REPARAR;0;;0;0;0;0;324,2;0;0;0;0
OTMITSUBISHI;MITSUBISHI A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OTNISSAN;NISSAN A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OTNISSAN 2;NISSAN A REPARAR;0;;0;0;0;0;0;0;0;0;0
OTOPEL;OPEL A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OTOPEL2;OPEL A REPARAR;0;;0;0;0;0;0;0;0;0;0
OTPEGASO;PEGASO A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OTPEGASO 2;PEGASO A REPARAR;0;;0;0;0;0;0;0;0;0;0
OTPIAGGIO;PIAGGIO A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OTRENAULT;RENAULT A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OTRENAULT2;RENAULT A REPARAR;0;;0;0;0;0;1,05;0;0;0;0
OTSCANIA;SCANIA A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OTSCANIA 2;SCANIA A REPARAR;0;;0;0;0;0;1,055;0;0;0;0
OTSEMIREM;SEMI-REMOLQUE A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OTSEMIREM.2;SEMI-REMOLQUE A REPARAR;0;;0;0;0;0;0;0;0;0;0
OTTATA 2;TATA A REPARAR;0;;0;0;0;0;0;0;0;0;0
OTVOLVO;VOLVO A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OTVOLVO 2;VOLVO A REPARAR;0;;0;0;0;0;42,4;0;0;0;0
OTWOLSVAGEN;WOLSVAGEN A CARROZAR;0;;0;0;0;0;0;0;0;0;0
OTWOLSVAGEN 2;WOLSVAGEN A REPARAR;0;;0;0;0;0;0;0;0;0;0
PERF.ALUM.U SOLAPE;PERFIL DE ALUMINIO DE U CON SOLAPA (PRECIO METRO);26;;0;0;0;0;0;6,254;5,3;0;0
PIL.LED;PILOTO LED;42;;0;0;0;10,4;0;19,47;16,5;0;0
SALIDA;SALIDA DE MATERIAL;0;;0;0;0;0;0;0;0;0;0
STOCK;STOCK GENERAL;0;;0;0;0;0;0;0;0;0;0
